Id,Note,Name,Name_zh-Hant,Name_en,Name_ja,TotalDescribe,TotalDescribe_zh-Hant,TotalDescribe_en,TotalDescribe_ja,1Describe,1Describe_zh-Hant,1Describe_en,1Describe_ja,2Describe,2Describe_zh-Hant,2Describe_en,2Describe_ja,3Describe,3Describe_zh-Hant,3Describe_en,3Describe_ja,4Describe,4Describe_zh-Hant,4Describe_en,4Describe_ja,CompareUse,CompareUse_zh-Hant,CompareUse_en,CompareUse_ja
Sub_*2004_3,,教廷奇遇,教廷奇遇,Church Encounter,教廷での奇遇,"<main>“最后一杯，我先拿到的。想吃自己买。”
阿米莉娅端起冰霜奶冻，当着小朋友的面挖了一大勺送进嘴里。

小女孩瞪大了眼睛，嘴唇抖了几下，就在她的泪水即将喷薄而出的时候，阿米莉娅又补了一刀：“哭也没用，这么热的天气掉小珍珠小心脱水哦？”

虽说有点缺德，但这句话确实是很有效的止住了一场山洪爆发，小女孩愤愤的跺了跺脚，拉着女祭司离开了。</main>","<main>「最後一杯，我先拿到的。想吃自己買。」
阿米莉婭端起冰霜奶凍，當著小朋友的面挖了一大勺送進嘴裡。

小女孩瞪大了眼睛，嘴唇抖了幾下，就在她的淚水即將噴薄而出的時候，阿米莉婭又補了一刀：「哭也沒用，這麼熱的天氣掉小珍珠小心脫水哦？」

雖說有點缺德，但這句話確實是很有效地止住了一場山洪爆發，小女孩憤憤地跺了跺腳，拉著女祭司離開了。</main>","<main>""Last cup. I got it first. If you want one, buy it yourself.""
Amelia picked up the frost pudding and, right in front of the child, scooped a big spoonful into her mouth.

The little girl widened her eyes, her lips trembling. Just as her tears were about to burst forth, Amelia added another blow: ""Crying will not help. In weather this hot, be careful not to dehydrate from all those little pearls.""

It was a little wicked, but the line very effectively stopped a mountain flood before it started. The little girl stomped angrily and left with the priestess.</main>","<main>「最後の一杯。先に取ったのは私。食べたいなら自分で買いなさい」
アメリアは霜のミルクプリンを持ち上げ、子どもの目の前で大きく一口すくって口に運んだ。

少女は目を見開き、唇を震わせた。涙が今にも噴き出しそうになった瞬間、アメリアはさらに追い打ちをかけた。「泣いても無駄よ。こんな暑い日に小粒の真珠をこぼしたら、脱水に気をつけなさいね？」

少し性格は悪いが、その一言は確かに山津波のような泣き声を見事に止めた。少女は悔しそうに足を踏み鳴らし、女司祭を引っ張って去っていった。</main>","<main> 结束事件</main>
<subtip> 结束事件</subtip>","<main> 結束事件</main>
<subtip> 結束事件</subtip>","<main> End event</main>
<subtip> End event</subtip>","<main> イベントを終了する</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
*2005,三层（节点13）,摆烂的第一天,擺爛的第一天,The First Day of Slacking Off,怠惰な一日目,"<main> 阿米莉娅翻了一个身。
她把脸埋进枕头里。外面的世界在等着她去拯救，深渊在等着她去探索，命运的终局在等着她去揭晓。

“如果说拯救世界的代价是要剥夺我每天睡到自然醒的权利，那这样的世界还是毁灭吧……”
阿米莉娅把小被子裹得更紧了。
窗外的光线从淡蓝变成正午的白，又变成黄昏的橙红，直至沉入夜色。

在魔女大人的梦中，她……</main>",<main> 劇情在哪里，劇情還沒寫完</main>,"<main>Amelia rolls over and buries her face in the pillow. The world is waiting to be saved, the Abyss is waiting to be explored, and fate's ending is waiting to be revealed.

""If saving the world means taking away my right to sleep until I wake naturally, then maybe that world should just end...""

She wraps herself more tightly in the blanket. Outside, the light shifts from pale blue to noon white, then to sunset orange, then sinks into night.

In the Witch's dream, she...</main>",<main> シナリオはどこ？ まだ書き終わっていない</main>,"<main> 在深渊中醒来</main>
<subtip> 卡组下限+1</subtip>","<main> 卡組下限+1</main>
<subtip> 卡組下限+1</subtip>","<main>Wake up in the Abyss</main>
<subtip>Minimum deck size +1</subtip>","<main> デッキ下限+1</main>
<subtip> デッキ下限+1</subtip>",<main> 在魔女教会中醒来</main><subtip> 金币获取量-10%</subtip>,<main> 金幣獲取量-10%</main><subtip> 金幣獲取量-10%</subtip>,<main>Wake up in the Witch Church</main><subtip>Gold gain -10%</subtip>,<main> ゴールド獲得量-10%</main><subtip> ゴールド獲得量-10%</subtip>,,,,,,,,,,,,
*2006,三层自选节点,行刑者,行刑者,Executioner,執行者,"<main> 阿米莉娅听到敲门声的时候，正在对着天花板发呆。

准确地说——不是敲门，是砸门。门板在被人用手背反复拍打，节奏均匀，力度稳定，门框此时正因来访客人的怪力发出阵阵悲鸣。
阿米莉娅不想动。
但那个拍门的家伙不打算停下来。她拍了三十秒，停三秒，又开始拍。
阿米莉娅认输了，只好穿着睡衣从床上爬起来，拖着松散的脚步走到门口。
在企图拉开门的前一秒，门板先一步寿终正寝，沦为地板上的一具尸体。

门外站着的是身披银白丝质战甲的高挑女剑士，说是冒险者，装备有点过于精良了，说是教廷的圣骑士，她的武器也不是阔剑或者骑枪。

白发剑士丝毫没有对破坏私人财务产生的歉意，反而从她的行囊中掏出一副画卷摊开，开始对着阿米莉娅的脸仔细比对：“魔女……阿米莉娅，是吗？”</main>",<main> 劇情在哪里，劇情還沒寫完</main>,"<main>Amelia is staring at the ceiling when she hears someone at the door.

Not knocking. Hammering. The visitor strikes the door with steady, brutal rhythm until the frame begins to groan. Amelia does not want to move. The visitor waits thirty seconds, stops for three, then starts again.

Amelia gives up and drags herself out of bed in her pajamas. One second before she can open the door, it gives up first and collapses onto the floor.

Outside stands a tall white-haired swordswoman in silver silk armor. She looks too well equipped to be an ordinary adventurer, but a church paladin would not carry a weapon like that.

Without the slightest apology for destroying private property, the swordswoman pulls out a wanted portrait and compares it carefully to Amelia's face.
""The witch... Amelia, correct?""</main>",<main> シナリオはどこ？ まだ書き終わっていない</main>,<main> “没错，就是我。”</main><subtip> 恢复20%生命，随后迎战卡洛琳</subtip>,<main> 恢復20%生命，隨后迎戰卡洛琳</main>,"<main>""Yes, that's me.""</main><subtip>Restore 20% Health, then fight Caroline</subtip>",<main> HPを20%回復し、その後キャロラインと戦う</main>,<main> “你认错人了……”</main><subtip> 说服（幸运检定，成功获得一个高阶遗物，失败则迎战卡洛琳）</subtip>,<main> 說服（幸運檢定，成功獲得一個高階遺物，失敗則迎戰卡洛琳）</main>,"<main>""You have the wrong person...""</main><subtip>Persuasion, Luck Check: on success, gain a high-tier relic; on failure, fight Caroline</subtip>",<main> 説得（幸運判定。成功すると高階遺物を1つ獲得し、失敗するとキャロラインと戦う）</main>,,,,,,,,,<good> 遗物！</good>,<good> 遺物！</good>,<good> Relic!</good>,<good> 遺物！</good>
Sub_*2006_2,,行刑者,行刑者,Executioner,執行者,<main> 你看到她的头上亮起了白色的光环，一柄长度超过三米的光矛从她的胸口拔出——这是勇者的能力，一场恶战在所难免了……</main>,<main> 你看到她的頭上亮起了白色的光環，一柄長度超過三米的光矛從她的胸口拔出——這是勇者的能力，一場惡戰在所難免了……</main>,<main>You saw a white halo light up above her head. A spear of light more than three meters long was drawn from her chest. This was the Hero's power. A fierce battle was now inevitable...</main>,<main>彼女の頭上に白い光輪が灯るのが見えた。胸元から三メートルを超える光の槍が引き抜かれる——勇者の能力だ。激戦は避けられない……</main>,"<main> 结束事件</main>
<subtip> 结束事件</subtip>","<main> 結束事件</main>
<subtip> 結束事件</subtip>","<main> End event</main>
<subtip> End event</subtip>","<main> イベントを終了する</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
Sub_*2006_3,,行刑者,行刑者,Executioner,執行者,"<main> “我不是阿米莉娅，我是她的妹妹米莉娅。”
“可是你看起来……”
“我们是双胞胎。”
“但我看地址……”
“我们住一起。”
“可你身上的气息……？”
“住一起染上相似的气息也很正常吧？”

白发剑士陷入沉默，她不大的脑容量此时正在发生激烈的内耗，沉默持续了一分钟后：“对，对不起米莉娅小姐……我找错人了，如果您的姐姐在的话，请通知我一声，这是联系我的方法。”

在留下一个感知魔石后，白发剑士竟然真的就那么离开了。</main>","<main>「我不是阿米莉婭，我是她的妹妹米莉婭。」
「可是你看起來……」
「我們是雙胞胎。」
「但我看地址……」
「我們住一起。」
「可你身上的氣息……？」
「住一起染上相似的氣息也很正常吧？」

白髮劍士陷入沉默，她不大的腦容量此時正在發生激烈的內耗，沉默持續了一分鐘後：「對，對不起米莉婭小姐……我找錯人了，如果您的姐姐在的話，請通知我一聲，這是聯繫我的方法。」

在留下一个感知魔石後，白髮劍士竟然真的就那麼離開了。</main>","<main>""I am not Amelia. I am her younger sister, Milia.""
""But you look...""
""We are twins.""
""But the address...""
""We live together.""
""But the aura on you...?""
""It is normal to pick up a similar aura when you live together, right?""

The white-haired swordswoman fell silent. Her limited mental capacity was undergoing fierce internal conflict. After a full minute of silence, she said, ""R-right. I am sorry, Miss Milia... I had the wrong person. If your sister is in, please let me know. This is how to contact me.""

After leaving behind a perception magic stone, the white-haired swordswoman really did just walk away.</main>","<main>「私はアメリアじゃありません。妹のミリアです」
「でも、あなたは……」
「双子です」
「でも住所が……」
「一緒に住んでいます」
「でも、あなたの気配は……？」
「一緒に住んでいれば似た気配が染みついても普通でしょう？」

白髪の剣士は沈黙した。大きくはない彼女の脳内では、いま激しい葛藤が起きていた。一分ほど沈黙が続いた後、「そ、そうですね。申し訳ありません、ミリアさん……人違いでした。お姉さまがいらっしゃるようでしたら、私に知らせてください。こちらが連絡方法です」

感知の魔石を一つ残して、白髪の剣士は本当にそのまま去っていった。</main>","<main> 结束事件</main>
<subtip> 结束事件</subtip>","<main> 結束事件</main>
<subtip> 結束事件</subtip>","<main> End event</main>
<subtip> End event</subtip>","<main> イベントを終了する</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
Sub_*2006_4,,行刑者,行刑者,Executioner,執行者,<main>很显然这种拙劣的谎言骗不到一个智力正常的成年人</main>,<main>很顯然這種拙劣的謊言騙不到一個智力正常的成年人</main>,"<main>Obviously, such a clumsy lie could not fool an adult of normal intelligence.</main>",<main>明らかに、この程度の拙い嘘で正常な知性を持つ大人を騙すことはできない。</main>,"<main> 结束事件</main>
<subtip> 结束事件</subtip>","<main> 結束事件</main>
<subtip> 結束事件</subtip>","<main> End event</main>
<subtip> End event</subtip>","<main> イベントを終了する</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
*2007,四层（节点19）,摆烂的第十三天,擺爛的第十三天,The Thirteenth Day of Slacking Off,怠惰な十三日目,"<main> 阿米莉娅整个胖了一圈，算不上臃肿但和以前的身材相比，至少在体能上确实出现了明显的下滑
“可恶……这就是灾厄的力量吗……”
“其实我觉得这更像是阿米莉娅姐姐躺着不动暴饮暴食的惩罚？”
“可可，不可以说这样让姐姐难过的大实话哦？”

摸了摸自己圆滚滚的小肚子，如果再不克制一下，在被灾厄腐蚀之前，魔女大人可能会先倒在甜点面前。

阿米莉娅决定……</main>",<main> 劇情在哪里，劇情還沒寫完</main>,"<main>Amelia has grown noticeably rounder. It is not exactly bloated, but compared with before, her stamina has clearly declined.
""Damn it... is this the power of calamity...?""
""I think it is more like punishment for lying around and overeating, Sister Amelia.""
""Coco, you should not say true things that make your sister sad.""

Rubbing her round little belly, Amelia realizes that if she does not control herself soon, the Witch may fall to desserts before the calamity can corrode her.

Amelia decides...</main>",<main> シナリオはどこ？ まだ書き終わっていない</main>,<main> 就这样胖着也挺好</main><subtip> 战斗开始时在弃牌堆塞入一张诅咒</subtip>,<main> 頹廢詛咒</main><subtip> 戰鬥開始時在棄牌堆塞入一張詛咒</subtip>,"<main>Maybe staying this way is fine</main><subtip>At combat start, shuffle a Curse into the discard pile</subtip>",<main> 退廃の呪い</main><subtip> 戦闘開始時、捨て札に呪いを1枚入れる</subtip>,<main> 从明天起开始减肥！</main><subtip> 生命上限-20%</subtip>,<main> 生命上限-20%</main>,<main>Start dieting tomorrow!</main><subtip>Max Health -20%</subtip>,<main> 最大HP-20%</main>,,,,,,,,,,,,
*2008,四层（节点19）,情报交易,地下城主,Information Trade,地下城主,"<main> “应该就是这里了……”阿米莉娅看着那个用爱心圈起来散发着粉色光芒的巨大招牌，方位，距离，地标建筑，确定没搞错，这间小屋就是目的地了。
“如果那个奸商敢骗我的话……”
“骗你什么？”一个清脆的女声从背后传来，
阿米莉娅转过头，看到了来人，这是一位身穿翠绿与白色交织的长跑，身形如蛇一般的女士。
“你就是……？”

“没错，斯特拉，你想找的情报贩子。我们直接开门见山吧，你想要的是信息，而我需要的是金币。”斯特拉做了一个捻手的动作：“当然，也支持灵魂结算。”</main>",<main> 劇情在哪里，劇情還沒寫完</main>,"<main>""This should be the place..."" Amelia checks the huge sign circled with hearts and glowing pink. Direction, distance, landmark: no mistake. This little house is the destination.
""If that swindler lied to me...""
""Lied to you about what?"" a clear female voice asks from behind.
Amelia turns and sees a woman in a green-and-white robe, her figure as sinuous as a snake.
""You are...?""

""Exactly. Stella, the information broker you were looking for. Let us get straight to business: you want information, and I want Gold."" Stella rubs her fingers together. ""Soul payment is also accepted, of course.""</main>",<main> シナリオはどこ？ まだ書き終わっていない</main>,"<main> 灵魂支付</main><subtip> 次要本源属性归零，所有本源+5,生命上限翻倍</subtip>","<main> 次要本源屬性歸零，所有本源+5,生命上限翻倍</main>",<main>Pay with your soul</main><subtip>Set minor Origin attributes to 0; all Origins +5; double Max Health</subtip>,<main> 副本源属性が0になり、すべての本源+5、最大HPが2倍になる</main>,<main> 金币支付</main><subtip> 失去所有金币，主要和次要本源+5，并可以突破上限</subtip>,<main> 失去所有金幣，主要和次要本源+5，并可以突破上限</main>,<main>Pay with Gold</main><subtip>Lose all Gold; major and minor Origins +5 and can exceed their caps</subtip>,<main> すべてのゴールドを失い、主要本源と副本源+5。さらに上限を突破できる</main>,,,,,,,,,,,,
Sub_*2008_2,,情报交易,情報交易,Information Trade,情報取引,"<main>“嗯~一分不少，你的诚意我就心怀感激的收下了。”斯特拉露出了一个狡黠的笑容，转身走进那栋小屋，示意阿米莉娅跟上。

看到那栋破房子，阿米莉娅突然开始怀疑起自己的判断，但是钱已经付了……
克莉斯娜说，充分的怀疑是签约前该做的事。
“这次我就姑且相信你一次吧……”阿米莉娅跟随斯特拉的脚步走进了那栋小屋</main>","<main>「嗯~一分不少，你的誠意我就心懷感激地收下了。」斯特拉露出了一個狡黠的笑容，轉身走進那棟小屋，示意阿米莉婭跟上。

看到那棟破房子，阿米莉婭突然開始懷疑起自己的判斷，但是錢已經付了……
克莉斯娜說，充分的懷疑是簽約前該做的事。
「這次我就姑且相信你一次吧……」阿米莉婭跟隨斯特拉的腳步走進了那棟小屋</main>","<main>""Mm~ Not a coin short. I gratefully accept your sincerity."" Stella gave a sly smile, turned, and walked into the little hut, gesturing for Amelia to follow.

Seeing the shabby house, Amelia suddenly began to doubt her own judgment, but the money had already been paid...
Krisna said that sufficient suspicion is something one should have before signing a contract.
""I will trust you this once, for now..."" Amelia followed Stella's steps into the little hut.</main>","<main>「うん、ぴったり。あなたの誠意はありがたく受け取っておくわ」ステラは狡猾な笑みを浮かべ、あの小屋へと歩き出し、アメリアについてくるよう合図した。

そのぼろ小屋を見て、アメリアは急に自分の判断を疑い始めた。だが、もう金は払ってしまった……。
クリスナは言っていた。十分な疑いは、契約前にこそ持つべきものだ。
「今回は、ひとまずあなたを信じてみるわ……」アメリアはステラの後を追って、その小屋へ入っていった。</main>","<main> 结束事件</main>
<subtip> 结束事件</subtip>","<main> 結束事件</main>
<subtip> 結束事件</subtip>","<main> End event</main>
<subtip> End event</subtip>","<main> イベントを終了する</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
*2009,四层（节点19）,插队,插隊,Cutting in Line,割り込み,"<main> 阿米莉娅已经预感到了要从正规流程见到教皇恐怕会相当繁琐，但是现实还要远比她想的更残酷——
从清晨到正午，从正午到傍晚，太阳已沉入深渊，终于，在月亮升起来时候，阿米莉娅的怒气值也达到了临界点：“我好歹也是，主天使麾下唯一的原初魔女，教廷就是这样对待客人的嘛？！”

“吵什么吵什么，我还是魔王恩莱斯蒂的嘞，排队就好好排！”

绝望了，彻底绝望了，也许官僚主义是比灾厄更可怕的东西。“要不然干脆让一切都毁灭吧。”就在阿米莉娅开始产生一些危险的想法的时候，她的目光和另外一个人交汇在了一起，阿米莉娅认出了那张脸。
冰淇淋摊。奶冻。撒泼打滚。

那个孩子——那个靠卖萌获取甜点的小朋友——此刻穿着教皇的正装，迈着端庄而优雅的步伐，在一群神职人员的簇拥下走过长廊。

教皇也看到了阿米莉娅。

她的步伐顿了一下。翠绿色的瞳孔骤然放大。那张精致的小脸上，从白转粉，从粉转红，随后冒起了丝丝蒸汽。

阿米莉娅张开嘴，想说点什么——
但在她反应过来之前，一道人影已经先一步挡在了两人之间，一把捂住了阿米莉娅的嘴
“这位来访者有点中暑，我带她去医务室”。
阿米莉娅被连哄带拖地拉出了人群。

——————————

（半小时后，教皇办公室）
“所以，这位就是现任的均衡教廷教皇，格利斯菲尔？如果我没理解错的话，你利用自己欺骗性的外表，博取爱心给自己提供便利，还不止一次？”

奥罗拉不置可否，她说完了自己能说的一切，但作为教皇的助手，表态超出了她的职权范围。

阿米莉娅陷入沉思，教皇的小秘密被自己发现了，那也就是说……</main>",<main> 劇情在哪里，劇情還沒寫完</main>,"<main>Amelia expected seeing the Pope through official channels to be troublesome, but reality is crueler than imagination. Morning becomes noon, noon becomes dusk, the sun sinks into the Abyss, and Amelia's anger reaches its limit.
""I am the only Primordial Witch under the Archangel. Is this how the Church treats guests?!""

""What are you yelling about? I serve Demon King Enlaesty, and I am still waiting in line!""

Total despair. Perhaps bureaucracy is more terrifying than calamity. Just as Amelia begins to consider several dangerous solutions, her eyes meet someone familiar: ice cream stand, pudding, crying on the floor.

That child, the one who won dessert by acting cute, is now dressed in formal papal robes, walking gracefully through the corridor surrounded by clergy.

The Pope sees Amelia too.

Her step stops. Emerald eyes widen. Her delicate face turns white, then pink, then red, and steam begins to rise.

Before Amelia can say anything, a figure steps between them and covers her mouth.
""This visitor seems to have heatstroke. I will take her to the infirmary.""
Amelia is dragged away.

Half an hour later, in the Pope's office, Amelia finally understands: the current Pope of the Church of Balance, Grisfir, has a little secret.</main>",<main> シナリオはどこ？ まだ書き終わっていない</main>,<main> 教皇大人，你也不想你装嫩的事情被人知道吧……</main><subtip> 获得333枚金币，一件随机遗物，一张随机卡牌，一个随机祝福</subtip>,<main> 獲得333枚金幣，一件隨機遺物，一張隨機卡牌，一個隨機祝福</main>,"<main>Your Holiness, you would not want people to know you act younger than you are...</main><subtip>Gain 333 Gold, 1 random relic, 1 random card, and 1 random blessing</subtip>",<main> 333ゴールド、ランダムな遺物1つ、ランダムなカード1枚、ランダムな祝福1つを獲得する</main>,<main> 你老实告诉我，你的真实年龄是……</main><subtip> 主要本源+5</subtip>,<main> 主要本源+5</main>,"<main>Tell me honestly, your real age is...</main><subtip>Main Origin +5</subtip>",<main> 主要本源+5</main>,,,,,,,,,,,,
Sub_*2009_2,,插队,插隊,Cutting in Line,割り込み,"<main>“要是让全奥尔德林的人知道——堂堂均衡教廷的教皇陛下，为了吃一口冰淇淋在地上打滚……”

“你敢说出去我就让圣殿骑士团把你挂在天界之门上示众。”
这句威胁对于阿米莉娅来说没有实际的意义，但格利斯菲尔的那种愤恨确实是清晰的传达到了

“说吧，封口费。你想要多少……”</main>","<main>為了不讓全新一批人得知，現在的均衡教廷教皇竟然如此幼稚，同時為了出一口被排到大半天的悶氣，阿米莉婭決定收取一筆高額的保密費。

「你要是不想這件事傳出去，我覺得聖騎士插隊這件事需要表示一下。」
「雖然我也不明白隱瞞年齡和插隊這種事有沒有實際的關係，但是格利斯菲爾羞憤又確實很難繃的表情已經給出了答案。

「說吧，保密費，你要多少。」</main>","<main>To keep an entirely new batch of people from discovering that the current Pope of the Church of Equilibrium was as childish as she was, and in order to vent her anger at being delayed so long, Amelia decided to take a hefty fee for keeping the secret.

""Hey, if you want me to let this go, I will need a confidentiality fee for this matter of you cutting in line as a paladin.""
""Although I am not sure what hiding my age has to do with actually benefiting from cutting in line, Grissfel's expression of shame and anger really is the perfect answer.

""So, how much is the hush money?""</main>","<main>現教皇グリスフェルがここまで子どもっぽい人物だと、新しく来た者たちに知られないようにするため。そして長時間待たされた鬱憤を晴らすため、アメリアは高額な口止め料を取ることにした。

「この件を外に漏らされたくないなら、聖騎士として割り込んだ件について、少し示してもらう必要があるわね」
「年齢を隠すことと割り込みに実際どんな関係があるのかは私にもよくわからない。でも、グリスフェルの羞恥と怒りが混ざった表情は、確かに答えを示していた。

「それで、口止め料はいくら出すの？」</main>","<main> 结束事件</main>
<subtip> 结束事件</subtip>","<main> 結束事件</main>
<subtip> 結束事件</subtip>","<main> End event</main>
<subtip> End event</subtip>","<main> イベントを終了する</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
Sub_*2009_3,,插队,插隊,Cutting in Line,割り込み,"<main>阿米莉娅问出这个问题的瞬间，空气中的温度似乎降了几度。

格利斯菲尔脸上那种窘迫的红晕消失了。她放下了文件，翠绿色的瞳孔直直盯着阿米莉娅，嘴角挂起一个似笑非笑的弧度。

“这是一个非常不礼貌的问题。不过看在你请我吃过甜点的份上——”她微微偏头，“我研究黑魔法的时候，上一任勇者还在穿开裆裤。具体是哪个数字，你可以自己推算。”</main>","<main>辦公室陷入死寂的瞬間，周圍的溫度似乎驟然降到了冰點。

格利斯菲爾發出不屬於孩童的怒吼消失了。下一刻，暮色青銅鐘直直對準阿米莉婭，那並不是一個想笑一笑的姿態。

「這是一個非常不禮貌的問題。我會看在你曾經做過飯給我的份上原諒你。」她微微偏頭，「但是如果魔法鐘的時針走完一圈，你還在這裡的話，我會把你的掃帚和契約都變成適合你的東西。」</main>","<main>After the office fell into a deathly silence for an instant, the surrounding temperature seemed to drop sharply.

Grissfel vanished with a roar that no child should have been able to make. In the next instant, a bronze bell of twilight color pointed straight at Amelia. It was not the posture of someone ready to joke.

""That is a very impolite question. I will forgive you for the sake of the meals you once cooked for me."" She tilted her head slightly. ""But if you are still here when the hour hand of this magic clock completes one rotation, I will turn your broomstick and your pact into something suitable for you.""</main>","<main>執務室が一瞬で死のような静寂に包まれ、周囲の温度が急激に下がったように感じられた。

グリスフェルは子どもとは思えない怒号を上げて姿を消した。次の瞬間、黄昏色の青銅鐘がまっすぐアメリアを指していた。それは冗談を言う者の姿勢ではなかった。

「それは非常に失礼な質問です。以前あなたが私に食事を作ってくれたことに免じて、今回は許しましょう」彼女はわずかに首を傾げた。「ですが、この魔法時計の時針が一周するまであなたがここにいたなら、あなたの箒と契約を、あなたにふさわしいものに変えて差し上げます」</main>","<main> 结束事件</main>
<subtip> 结束事件</subtip>","<main> 結束事件</main>
<subtip> 結束事件</subtip>","<main> End event</main>
<subtip> End event</subtip>","<main> イベントを終了する</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
*2010,四层（节点19）,失乐园,樂園誘惑,Temptation of Paradise,楽園の誘惑,"<main> 再往里走却并没有看到魔王寝宫的大门，反而仿佛走入了吟游诗人口中传颂的童话世界
戴着礼帽的兔子，纸壳搭建的花草，连通着异界的门扉
这里的一切都是那么奇幻，而又那么诡异
在这片空间的中心，一名生有双翼的魅魔嘴角带者微笑迎上前来：“原初魔女，好久不见——”
“不，我很确信我们是第一次见。”

“呀，好冷淡……”魅魔做了一个真实成分为零的委屈表情：“不过那个时候帕梅拉只能在远处看着，对于魔女大人来说见到我确实是第一次呢~”
“所以？你想表达什么？”
“别那么紧张~我只是想知道——现在的原初魔女，还剩下几成实力……”
魅魔摊开双手，两张黑色的卡牌浮现在空中
“来玩场游戏吧？就你和我。”</main>",<main> 劇情在哪里，劇情還沒寫完</main>,"<main>Farther in, Amelia does not find the Demon King's bedchamber. Instead, she seems to step into a fairy-tale world from a bard's song: rabbits in top hats, paper flowers, and doors leading to other realms.
Everything here is fantastical and deeply strange.

At the center of the space, a winged succubus smiles and approaches.
""Primordial Witch, long time no see.""
""No. I am quite sure this is the first time we have met.""

""So cold..."" Pamela makes a perfectly fake wounded face. ""Back then I could only watch from afar, so for the Witch it really is the first time meeting me.""
""And what are you trying to say?""
""Relax. I only want to know how much power the current Primordial Witch has left.""

The succubus opens her hands, and two black cards appear in the air.
""Let us play a game. Just you and me.""</main>",<main> シナリオはどこ？ まだ書き終わっていない</main>,"<main> 抽取“失落之国的公主”</main><subtip> 获得1张无法移除的诅咒,300金币以及全本源+4</subtip>","<main> 獲得1張無法移除的詛咒,300金幣以及全本源+4</main>","<main>Draw ""Princess of the Lost Kingdom""</main><subtip>Gain 1 unremovable Curse, 300 Gold, and +4 to all Origins</subtip>",<main> 削除できない呪いを1枚、300ゴールド、全本源+4を獲得する</main>,<main> 抽取“隐世之神”</main><subtip> 获得遗物三倍数量的祝福</subtip>,<main> 獲得遺物三倍數量的祝福</main>,"<main>Draw ""The Hidden God""</main><subtip>Gain blessings equal to triple your relic count</subtip>",<main> 遺物数の3倍の祝福を獲得する</main>,,,,,,,,,,,,
*2011,五层（25节点）,空王座,王城寢宮,Empty Throne,王城の寝宮,"<main> 穿过最后一道长廊，你站在了魔王城最深处的门前。

推开门的那一瞬间，你下意识地调整了一下站姿——然后发现这个准备完全没有必要。没有王座。没有权杖。没有仪仗队。没有那个用气场就能压垮一整支军队的魔族的王。

房间里只有书。

书架从地板一直顶到天花板，每一层都塞得满满当当。有些书的封皮已经剥落，有些书的纸张泛着深浅不一的黄，还有些根本不是书——是散装的羊皮卷、叠成小块的星图、用魔族文字随手写的便条。空气里弥漫着旧纸、烛火和某种冷静的香味。

这不像一个王者的房间。这像一座把主人活埋了的图书馆。

而那座图书馆的主人——你环顾四周——此刻不在。

屋子的中央是一张宽大的书桌，桌上摊开着一本写到一半的笔记。左手边的书架上，一枚沉重的印戒静静地躺在一摞古籍旁边，暗紫色的宝石映着烛火微微闪烁。而房间最深处，一柄通体漆黑的巨剑直直地插在石地板里，剑身上缠绕的锁链一路垂到地面，像是在等一只手重新把它握住。

魔王不在这里。

但她的痕迹在。每一个痕迹都在问你：你想从她这里拿到什么？</main>",<main> 劇情在哪里，劇情還沒寫完</main>,"<main>Past the final corridor, you stand before the door at the deepest part of the Demon King's castle.

The moment you push it open, you instinctively adjust your stance, then realize it is unnecessary. No throne. No scepter. No honor guard. No demon king whose presence could crush an army.

There are only books.

Shelves stretch from floor to ceiling, packed tight with worn covers, yellowed pages, loose parchment, folded star charts, and notes written casually in demon script. The air smells of old paper, candle flame, and something calmly fragrant.

This is not a king's chamber. It is a library that buried its owner alive.

The owner is not here.

At the center of the room is a broad desk with half-finished notes. On the left shelf, a heavy signet ring lies beside ancient books, its dark purple gem glimmering in candlelight. At the back, a black greatsword stands buried in the stone floor, chains hanging from its blade as if waiting for a hand to grip it again.

The Demon King is absent, but her traces remain. Each one asks what you wish to take from her.</main>",<main> シナリオはどこ？ まだ書き終わっていない</main>,<main>翻越书桌上的笔记</main><subtip>未选择本源的上限提升到30 ，未选择本源+5</subtip>,<main>未選擇本源的上限提升到30 ，未選擇本源+5</main>,"<main>Read the notes on the desk</main><subtip>Raise the cap of unchosen Origins to 30, and unchosen Origins +5</subtip>",<main> 未選択本源の上限が30まで上昇し、未選択本源+5</main>,<main> 握住插在地板上的魔剑</main><subtip>生命上限提升100，获得500金币</subtip>,<main> 生命上限提升100，獲得500金幣</main>,<main>Grip the demon sword in the floor</main><subtip>Max Health +100; gain 500 Gold</subtip>,<main> 最大HPが100上昇し、500ゴールドを獲得する</main>,,,,,,,,,,,,
